TransactionID,UserID,CourseID,TransactionDate
T01284,U00263,C041,2023-05-19 11:49:45
T01285,U00946,C003,2023-05-19 12:55:33
T01286,U01170,C045,2023-05-19 16:11:12
T01287,U00044,C026,2023-05-19 17:12:09
T01288,U00235,C018,2023-05-19 19:55:43
T01289,U00371,C019,2023-05-19 19:57:24
T01290,U00707,C029,2023-05-19 21:57:29
T01291,U01526,C007,2023-05-19 22:44:16
T01292,U02789,C003,2023-05-20 10:33:30
T01293,U01682,C014,2023-05-20 11:21:05
T01294,U02243,C002,2023-05-20 13:04:36
T01295,U00240,C044,2023-05-20 17:45:17
T01296,U00383,C035,2023-05-20 18:35:34
T01297,U00198,C047,2023-05-21 08:51:05
T01298,U00086,C038,2023-05-21 11:27:42
T01299,U01104,C018,2023-05-21 11:32:51
T01300,U01117,C026,2023-05-21 12:28:23
T01301,U01280,C002,2023-05-21 12:51:04
T01302,U01008,C046,2023-05-21 13:28:22
T01303,U01692,C048,2023-05-21 14:40:39
T01304,U01727,C036,2023-05-21 14:57:41
T01305,U00062,C001,2023-05-21 15:46:08
T01306,U00911,C038,2023-05-21 20:29:19
T01307,U00140,C007,2023-05-21 21:41:52
T01308,U01572,C004,2023-05-21 21:52:09
T01309,U01332,C004,2023-05-22 10:32:28
T01310,U00484,C028,2023-05-22 11:07:31
T01311,U02237,C016,2023-05-22 11:29:30
T01312,U02731,C003,2023-05-22 12:02:08
T01313,U01441,C006,2023-05-22 17:03:24
T01314,U02603,C021,2023-05-22 17:58:52
T01315,U01988,C014,2023-05-22 18:39:46
T01316,U01895,C016,2023-05-22 22:18:54
T01317,U02927,C047,2023-05-23 12:49:02
T01318,U00120,C009,2023-05-23 15:32:50
T01319,U00905,C047,2023-05-23 15:38:55
T01320,U01202,C028,2023-05-23 15:42:41
T01321,U02315,C004,2023-05-23 23:14:10
T01322,U01646,C026,2023-05-24 09:22:41
T01323,U01229,C044,2023-05-24 11:17:56
T01324,U00676,C036,2023-05-24 11:32:27
T01325,U00533,C047,2023-05-24 12:23:28
T01326,U01368,C021,2023-05-24 12:37:24
T01327,U02279,C046,2023-05-24 12:59:21
T01328,U00327,C028,2023-05-24 15:12:43
T01329,U00932,C009,2023-05-24 17:05:24
T01330,U00258,C044,2023-05-24 17:50:51
T01331,U01413,C006,2023-05-24 18:06:03
T01332,U02154,C045,2023-05-24 19:48:18
T01333,U00466,C013,2023-05-24 20:24:21
T01334,U00599,C031,2023-05-24 23:42:35
T01335,U02640,C004,2023-05-25 08:38:41
T01336,U02756,C019,2023-05-25 10:09:51
T01337,U00745,C048,2023-05-25 11:20:09
T01338,U02294,C003,2023-05-25 11:47:08
T01339,U00341,C027,2023-05-25 12:27:19
T01340,U01711,C027,2023-05-25 18:11:24
T01341,U02397,C047,2023-05-25 21:01:17
T01342,U03000,C003,2023-05-25 21:04:22
T01343,U00754,C037,2023-05-25 22:53:39
T01344,U01295,C022,2023-05-25 23:08:17
T01345,U02056,C048,2023-05-26 08:20:55
T01346,U00975,C009,2023-05-26 13:59:03
T01347,U01364,C006,2023-05-26 15:46:04
T01348,U02880,C025,2023-05-26 15:51:39
T01349,U00630,C003,2023-05-26 16:55:05
T01350,U02943,C019,2023-05-26 17:18:54
T01351,U02611,C032,2023-05-26 17:23:01
T01352,U00782,C001,2023-05-26 18:19:04
T01353,U01117,C033,2023-05-26 18:23:05
T01354,U00409,C009,2023-05-26 18:50:55
T01355,U02220,C024,2023-05-26 19:01:35
T01356,U02956,C024,2023-05-26 20:48:44
T01357,U00424,C046,2023-05-26 21:34:13
T01358,U02108,C038,2023-05-26 21:44:22
T01359,U02865,C038,2023-05-26 23:53:34
T01360,U02538,C046,2023-05-27 09:00:25
T01361,U00057,C008,2023-05-27 10:08:39
T01362,U01332,C026,2023-05-27 11:32:04
T01363,U00839,C041,2023-05-27 12:54:48
T01364,U00372,C046,2023-05-27 14:39:03
T01365,U00536,C016,2023-05-27 17:01:25
T01366,U02567,C012,2023-05-27 18:36:47
T01367,U01031,C013,2023-05-27 19:32:00
T01368,U01310,C006,2023-05-27 23:17:05
T01369,U00155,C037,2023-05-27 23:35:06
T01370,U00553,C012,2023-05-27 23:44:52
T01371,U00250,C004,2023-05-27 23:48:30
T01372,U00460,C009,2023-05-28 08:53:04
T01373,U02195,C019,2023-05-28 10:51:18
T01374,U01224,C029,2023-05-28 12:49:06
T01375,U02114,C027,2023-05-28 14:23:40
T01376,U00208,C019,2023-05-28 20:36:00
T01377,U00028,C002,2023-05-28 21:38:41
T01378,U00677,C020,2023-05-28 22:11:50
T01379,U02250,C013,2023-05-28 22:40:34
T01380,U00548,C016,2023-05-28 23:07:41
T01381,U02423,C019,2023-05-29 08:36:28
T01382,U00371,C003,2023-05-29 10:48:27
T01383,U01623,C026,2023-05-29 11:47:17
T01384,U02988,C007,2023-05-29 12:45:03
T01385,U01129,C014,2023-05-29 14:20:36
T01386,U02463,C009,2023-05-29 14:23:24
T01387,U01882,C007,2023-05-29 14:34:40
T01388,U01100,C016,2023-05-29 17:12:35
T01389,U00096,C046,2023-05-29 17:35:33
T01390,U01786,C038,2023-05-29 19:57:46
T01391,U01517,C013,2023-05-29 20:35:32
T01392,U00957,C031,2023-05-29 23:05:50
T01393,U02349,C044,2023-05-29 23:36:58
T01394,U02266,C041,2023-05-29 23:49:43
T01395,U02313,C013,2023-05-30 13:20:41
T01396,U01735,C041,2023-05-30 17:43:39
T01397,U01702,C047,2023-05-30 18:58:33
T01398,U02095,C009,2023-05-30 19:06:24
T01399,U02606,C018,2023-05-30 19:54:42
T01400,U00325,C026,2023-05-30 21:27:23
T01401,U02222,C007,2023-05-31 14:12:29
T01402,U02334,C017,2023-05-31 14:27:24
T01403,U02251,C031,2023-05-31 15:57:34
T01404,U00186,C039,2023-05-31 15:58:54
T01405,U00224,C033,2023-05-31 21:30:34
T01406,U01008,C001,2023-05-31 22:32:18
T01407,U02653,C002,2023-05-31 23:17:06
T01408,U00594,C045,2023-05-31 23:43:01
T01409,U02742,C025,2023-06-01 09:51:40
T01410,U02526,C033,2023-06-01 13:13:36
T01411,U00606,C043,2023-06-01 16:01:44
T01412,U01913,C011,2023-06-01 16:25:17
T01413,U02324,C019,2023-06-01 18:07:29
T01414,U00379,C031,2023-06-01 18:59:43
T01415,U02257,C003,2023-06-01 20:46:39
T01416,U02220,C009,2023-06-02 10:47:55
T01417,U00173,C025,2023-06-02 11:42:14
T01418,U02208,C009,2023-06-02 11:43:53
T01419,U02804,C020,2023-06-02 12:29:02
T01420,U02574,C013,2023-06-02 14:39:18
T01421,U00010,C034,2023-06-02 16:05:41
T01422,U01175,C002,2023-06-02 18:27:50
T01423,U00762,C034,2023-06-02 21:35:57
T01424,U00581,C045,2023-06-02 23:23:44
T01425,U02076,C007,2023-06-03 09:14:15
T01426,U01744,C012,2023-06-03 11:34:41
T01427,U02173,C022,2023-06-03 13:13:38
T01428,U00139,C046,2023-06-03 14:55:43
T01429,U02444,C038,2023-06-03 17:00:02
T01430,U02859,C027,2023-06-03 19:48:33
T01431,U01820,C009,2023-06-03 20:35:01
T01432,U00654,C041,2023-06-03 21:09:16
T01433,U00154,C042,2023-06-03 21:17:53
T01434,U01346,C006,2023-06-03 21:18:48
T01435,U00670,C023,2023-06-03 23:17:36
T01436,U01521,C002,2023-06-03 23:55:24
T01437,U00314,C020,2023-06-04 09:19:33
T01438,U00603,C003,2023-06-04 09:42:15
T01439,U00146,C001,2023-06-04 10:22:59
T01440,U01039,C008,2023-06-04 10:55:03
T01441,U01581,C037,2023-06-04 11:34:10
T01442,U02449,C015,2023-06-04 12:34:29
T01443,U02278,C029,2023-06-04 12:48:30
T01444,U00687,C007,2023-06-04 15:12:18
T01445,U01112,C038,2023-06-04 17:35:55
T01446,U02593,C004,2023-06-04 17:49:48
T01447,U02397,C025,2023-06-04 22:32:19
T01448,U01852,C028,2023-06-05 08:19:00
T01449,U02440,C004,2023-06-05 08:41:34
T01450,U02480,C044,2023-06-05 11:30:33
T01451,U01259,C014,2023-06-05 11:37:31
T01452,U01630,C005,2023-06-05 13:23:10
T01453,U02751,C002,2023-06-05 14:50:43
T01454,U00289,C032,2023-06-05 16:03:23
T01455,U01632,C011,2023-06-05 17:00:04
T01456,U02856,C006,2023-06-05 18:10:06
T01457,U00107,C037,2023-06-05 18:32:56
T01458,U00759,C046,2023-06-05 18:40:16
T01459,U01796,C016,2023-06-05 23:27:27
T01460,U01675,C041,2023-06-06 09:29:39
T01461,U00118,C045,2023-06-06 13:18:43
T01462,U02027,C027,2023-06-06 13:26:02
T01463,U02742,C019,2023-06-06 15:38:09
T01464,U00905,C006,2023-06-06 20:33:20
T01465,U02067,C022,2023-06-06 20:34:06
T01466,U00676,C019,2023-06-06 21:06:29
T01467,U01209,C021,2023-06-06 22:22:16
T01468,U00959,C041,2023-06-07 08:19:03
T01469,U02779,C040,2023-06-07 09:20:51
T01470,U00980,C043,2023-06-07 10:49:29
T01471,U01075,C035,2023-06-07 18:07:23
T01472,U02277,C032,2023-06-07 19:39:56
T01473,U00785,C035,2023-06-07 23:15:21
T01474,U00420,C009,2023-06-08 12:56:37
T01475,U00124,C013,2023-06-08 13:37:54
T01476,U02033,C027,2023-06-08 15:59:20
T01477,U01420,C035,2023-06-09 08:50:14
T01478,U01366,C013,2023-06-09 09:27:06
T01479,U01562,C046,2023-06-09 14:42:45
T01480,U02482,C021,2023-06-09 15:08:01
T01481,U01305,C040,2023-06-09 15:52:03
T01482,U01657,C009,2023-06-09 17:48:35
T01483,U00114,C001,2023-06-09 18:45:07
T01484,U02814,C009,2023-06-09 19:41:13
T01485,U02167,C013,2023-06-09 20:21:30
T01486,U01820,C016,2023-06-09 21:41:20
T01487,U02063,C003,2023-06-10 10:14:03
T01488,U00627,C013,2023-06-10 11:34:55
T01489,U01340,C044,2023-06-10 12:59:34
T01490,U00226,C012,2023-06-10 14:24:37
T01491,U02959,C027,2023-06-10 14:25:38
T01492,U00136,C006,2023-06-10 15:57:41
T01493,U02789,C013,2023-06-10 18:45:48
T01494,U00529,C001,2023-06-10 21:37:21
T01495,U00680,C028,2023-06-10 22:39:51
T01496,U01959,C048,2023-06-11 08:32:32
T01497,U02356,C006,2023-06-11 09:52:55
T01498,U01464,C020,2023-06-11 10:22:31
T01499,U00915,C009,2023-06-11 11:24:59
T01500,U00067,C030,2023-06-11 11:42:33
T01501,U01749,C030,2023-06-11 12:41:25
T01502,U02081,C003,2023-06-11 16:28:42
T01503,U01152,C003,2023-06-11 20:12:39
T01504,U02546,C032,2023-06-11 20:36:27
T01505,U02735,C046,2023-06-11 23:20:52
T01506,U00095,C021,2023-06-11 23:45:42
T01507,U01431,C036,2023-06-12 08:39:57
T01508,U00060,C030,2023-06-12 09:19:18
T01509,U01250,C047,2023-06-12 09:44:13
T01510,U02618,C026,2023-06-12 13:26:52
T01511,U01839,C012,2023-06-12 20:01:32
T01512,U01383,C049,2023-06-12 20:05:49
T01513,U00407,C003,2023-06-12 22:06:29
T01514,U00056,C037,2023-06-12 22:17:13
T01515,U00833,C019,2023-06-12 22:27:26
T01516,U00156,C002,2023-06-13 08:54:32
T01517,U00483,C033,2023-06-13 11:29:39
T01518,U00455,C006,2023-06-13 11:58:34
T01519,U01386,C027,2023-06-13 15:00:02
T01520,U01854,C009,2023-06-13 15:04:39
T01521,U02485,C006,2023-06-13 22:18:45
T01522,U01320,C003,2023-06-13 22:47:59
T01523,U01133,C026,2023-06-14 09:05:57
T01524,U02902,C004,2023-06-14 11:50:06
T01525,U01986,C036,2023-06-14 12:12:26
T01526,U02641,C032,2023-06-14 12:40:44
T01527,U01915,C010,2023-06-14 14:22:19
T01528,U01389,C002,2023-06-14 20:12:53
T01529,U00046,C013,2023-06-14 20:47:02
T01530,U00042,C006,2023-06-14 20:54:22
T01531,U01094,C007,2023-06-14 21:43:56
T01532,U01609,C017,2023-06-14 23:02:47
T01533,U00951,C014,2023-06-15 10:06:27
T01534,U02830,C007,2023-06-15 12:18:21
T01535,U00337,C014,2023-06-15 13:01:22
T01536,U02109,C026,2023-06-15 13:01:47
T01537,U00206,C025,2023-06-15 13:05:17
T01538,U01066,C009,2023-06-15 13:41:18
T01539,U01548,C014,2023-06-15 14:37:51
T01540,U01664,C018,2023-06-15 15:15:56
T01541,U00218,C047,2023-06-15 16:11:47
T01542,U00302,C017,2023-06-15 17:00:19
T01543,U00829,C031,2023-06-15 20:36:10
T01544,U01698,C017,2023-06-15 20:50:28
T01545,U02336,C013,2023-06-15 20:53:50
T01546,U02225,C018,2023-06-15 21:15:52
T01547,U00094,C026,2023-06-15 22:21:23
T01548,U00826,C004,2023-06-15 23:45:31
T01549,U01523,C038,2023-06-16 09:23:25
T01550,U02101,C039,2023-06-16 11:02:16
T01551,U01218,C032,2023-06-16 11:11:32
T01552,U01276,C025,2023-06-16 11:13:02
T01553,U02328,C018,2023-06-16 14:03:39
T01554,U02086,C020,2023-06-16 16:53:30
T01555,U01142,C022,2023-06-16 17:57:19
T01556,U02523,C018,2023-06-16 18:51:14
T01557,U02613,C017,2023-06-16 20:19:54
T01558,U01344,C011,2023-06-16 20:57:27
T01559,U00666,C010,2023-06-17 09:51:41
T01560,U01821,C006,2023-06-17 09:56:32
T01561,U01709,C026,2023-06-17 09:58:13
T01562,U01722,C013,2023-06-17 10:15:27
T01563,U00180,C041,2023-06-17 13:30:57
T01564,U02062,C008,2023-06-17 16:49:21
T01565,U01798,C010,2023-06-17 18:46:23
T01566,U02393,C029,2023-06-17 19:27:02
T01567,U02724,C044,2023-06-17 19:59:52
T01568,U01140,C038,2023-06-17 20:13:22
T01569,U02086,C010,2023-06-17 20:17:10
T01570,U00008,C046,2023-06-17 23:12:06
T01571,U02906,C028,2023-06-17 23:28:41
T01572,U01425,C042,2023-06-18 12:53:27
T01573,U00162,C019,2023-06-18 14:33:58
T01574,U02197,C004,2023-06-18 15:09:21
T01575,U02608,C013,2023-06-18 16:31:21
T01576,U00715,C045,2023-06-18 16:40:32
T01577,U02315,C035,2023-06-18 20:18:15
T01578,U00928,C025,2023-06-18 21:33:26
T01579,U02332,C042,2023-06-18 22:26:29
T01580,U02537,C047,2023-06-18 22:45:12
T01581,U01540,C026,2023-06-19 10:51:03
T01582,U00735,C027,2023-06-19 10:55:10
T01583,U02959,C014,2023-06-19 12:53:12
T01584,U00038,C012,2023-06-19 16:41:26
T01585,U02225,C003,2023-06-19 18:08:29
T01586,U01585,C007,2023-06-19 18:34:29
T01587,U00500,C033,2023-06-20 08:31:32
T01588,U00420,C026,2023-06-20 08:48:09
T01589,U01007,C024,2023-06-20 12:24:36
T01590,U00812,C017,2023-06-20 13:21:54
T01591,U02774,C032,2023-06-20 14:18:42
T01592,U00543,C042,2023-06-20 14:46:56
T01593,U01869,C034,2023-06-20 15:44:28
T01594,U00642,C006,2023-06-20 17:47:31
T01595,U01323,C019,2023-06-20 20:02:39
T01596,U01504,C034,2023-06-20 22:09:29
T01597,U00532,C011,2023-06-21 13:13:35
T01598,U01904,C032,2023-06-21 13:37:26
T01599,U01718,C041,2023-06-21 13:47:16
T01600,U01918,C048,2023-06-21 14:51:29
T01601,U02379,C040,2023-06-21 16:06:54
T01602,U02195,C026,2023-06-21 17:36:11
T01603,U00023,C020,2023-06-21 18:44:15
T01604,U02651,C050,2023-06-21 20:11:52
T01605,U00614,C035,2023-06-21 20:16:39
T01606,U01643,C003,2023-06-21 21:03:40
T01607,U00972,C011,2023-06-21 22:41:10
T01608,U02254,C044,2023-06-21 23:24:34
T01609,U02225,C004,2023-06-21 23:34:36
T01610,U02924,C033,2023-06-22 11:06:34
T01611,U01431,C004,2023-06-22 12:45:47
T01612,U01749,C018,2023-06-22 14:09:26
T01613,U00603,C022,2023-06-22 15:15:41
T01614,U01696,C048,2023-06-22 17:59:18
T01615,U00095,C044,2023-06-22 19:45:28
T01616,U01880,C028,2023-06-22 19:47:26
T01617,U02369,C016,2023-06-22 20:50:38
T01618,U00815,C031,2023-06-22 21:56:45
T01619,U02688,C039,2023-06-23 15:30:12
T01620,U01398,C012,2023-06-23 17:47:21
T01621,U00863,C044,2023-06-23 23:47:04
T01622,U02428,C004,2023-06-24 10:11:17
T01623,U02074,C048,2023-06-24 11:45:26
T01624,U01575,C013,2023-06-24 14:43:45
T01625,U02396,C013,2023-06-24 15:46:16
T01626,U01475,C043,2023-06-24 16:47:40
T01627,U02533,C046,2023-06-24 19:55:03
T01628,U01413,C043,2023-06-24 22:38:10
T01629,U00088,C018,2023-06-24 23:22:42
T01630,U01759,C021,2023-06-25 08:37:44
T01631,U02255,C007,2023-06-25 09:50:41
T01632,U00662,C003,2023-06-25 11:25:23
T01633,U02398,C006,2023-06-25 12:00:32
T01634,U01329,C004,2023-06-25 13:43:32
T01635,U00218,C026,2023-06-25 14:31:47
T01636,U01570,C032,2023-06-25 17:07:30
T01637,U02820,C018,2023-06-25 17:19:16
T01638,U02266,C010,2023-06-25 17:52:16
T01639,U01211,C002,2023-06-25 21:06:43
T01640,U01803,C012,2023-06-25 23:29:38
T01641,U00560,C018,2023-06-26 10:32:12
T01642,U00674,C046,2023-06-26 12:59:31
T01643,U01205,C026,2023-06-26 14:49:25
T01644,U02697,C048,2023-06-26 16:17:37
T01645,U00374,C028,2023-06-26 17:27:38
T01646,U00707,C044,2023-06-26 19:01:28
T01647,U02200,C031,2023-06-26 22:11:47
T01648,U01050,C019,2023-06-26 23:48:12
T01649,U01298,C012,2023-06-27 09:01:49
T01650,U02561,C027,2023-06-27 12:29:23
T01651,U00517,C009,2023-06-27 13:41:35
T01652,U01881,C012,2023-06-27 14:45:00
T01653,U01529,C004,2023-06-27 17:54:24
T01654,U02334,C013,2023-06-27 18:13:34
T01655,U02150,C044,2023-06-27 20:45:48
T01656,U00792,C002,2023-06-27 21:56:39
T01657,U01715,C016,2023-06-27 22:08:42
T01658,U01171,C012,2023-06-27 23:27:56
T01659,U00331,C048,2023-06-28 09:15:39
T01660,U00785,C014,2023-06-28 09:52:21
T01661,U01396,C035,2023-06-28 10:06:35
T01662,U00609,C032,2023-06-28 10:53:54
T01663,U02438,C010,2023-06-28 12:55:12
T01664,U00190,C029,2023-06-28 14:44:51
T01665,U00544,C035,2023-06-28 17:30:55
T01666,U01982,C045,2023-06-28 19:03:51
T01667,U02656,C048,2023-06-28 20:04:20
T01668,U02867,C049,2023-06-28 21:59:27
T01669,U02997,C020,2023-06-28 22:38:11
T01670,U00639,C003,2023-06-28 23:07:14
T01671,U02107,C041,2023-06-29 08:59:53
T01672,U02031,C032,2023-06-29 09:29:46
T01673,U01250,C004,2023-06-29 12:35:47
T01674,U02594,C004,2023-06-29 14:45:14
T01675,U01517,C006,2023-06-29 14:54:58
T01676,U00657,C047,2023-06-29 16:33:20
T01677,U00452,C020,2023-06-29 16:48:52
T01678,U00365,C013,2023-06-29 17:40:11
T01679,U00704,C002,2023-06-29 17:45:28
T01680,U01853,C049,2023-06-29 20:38:48
T01681,U01066,C044,2023-06-30 08:19:10
T01682,U01596,C031,2023-06-30 08:24:51
T01683,U01305,C036,2023-06-30 10:03:08
T01684,U01801,C015,2023-06-30 12:20:50
T01685,U00896,C031,2023-06-30 12:21:11
T01686,U00159,C016,2023-06-30 13:48:32
T01687,U01079,C041,2023-06-30 16:51:58
T01688,U01820,C022,2023-06-30 20:11:20
T01689,U00834,C044,2023-06-30 22:14:16
T01690,U00727,C004,2023-06-30 22:30:02
T01691,U00469,C004,2023-06-30 23:06:09
T01692,U02427,C027,2023-06-30 23:19:25
T01693,U02018,C003,2023-06-30 23:41:02
T01694,U01069,C012,2023-07-01 09:08:15
T01695,U00105,C022,2023-07-01 09:35:59
T01696,U00318,C046,2023-07-01 10:14:27
T01697,U00583,C044,2023-07-01 13:53:22
T01698,U02846,C017,2023-07-01 19:50:11
T01699,U02461,C046,2023-07-01 20:29:27
T01700,U00472,C042,2023-07-01 20:36:00
T01701,U02594,C039,2023-07-01 21:22:00
T01702,U00630,C020,2023-07-01 23:30:47
T01703,U00595,C015,2023-07-02 08:48:02
T01704,U01984,C025,2023-07-02 10:09:59
T01705,U01037,C028,2023-07-02 12:14:07
T01706,U01320,C032,2023-07-02 15:08:58
T01707,U00004,C025,2023-07-02 16:42:18
T01708,U00601,C041,2023-07-02 17:20:03
T01709,U01326,C031,2023-07-03 08:29:02
T01710,U00050,C036,2023-07-03 10:14:22
T01711,U00372,C011,2023-07-03 11:36:46
T01712,U00343,C041,2023-07-03 12:27:58
T01713,U02752,C009,2023-07-03 14:10:56
T01714,U01524,C003,2023-07-03 14:16:06
T01715,U02099,C038,2023-07-03 14:29:26
T01716,U01351,C003,2023-07-03 16:36:56
T01717,U02367,C028,2023-07-03 16:37:15
T01718,U02830,C037,2023-07-03 19:13:06
T01719,U01519,C004,2023-07-03 22:32:41
T01720,U02498,C024,2023-07-04 08:46:03
T01721,U02761,C032,2023-07-04 09:02:17
T01722,U00166,C011,2023-07-04 13:24:41
T01723,U01592,C016,2023-07-04 16:14:59
T01724,U01792,C013,2023-07-04 18:24:55
T01725,U02479,C038,2023-07-04 20:10:24
T01726,U02902,C033,2023-07-04 20:53:53
T01727,U01933,C032,2023-07-04 20:54:39
T01728,U00354,C015,2023-07-04 22:56:15
T01729,U00651,C016,2023-07-04 23:59:21
T01730,U00935,C028,2023-07-05 08:24:38
T01731,U01651,C035,2023-07-05 09:20:29
T01732,U01112,C008,2023-07-05 10:31:06
T01733,U02856,C002,2023-07-05 10:34:38
T01734,U00707,C014,2023-07-05 12:49:00
T01735,U02888,C020,2023-07-05 19:07:02
T01736,U00980,C027,2023-07-05 20:17:40
T01737,U02335,C017,2023-07-05 20:40:33
T01738,U02093,C033,2023-07-05 21:36:21
T01739,U02377,C018,2023-07-06 16:10:56
T01740,U00106,C035,2023-07-07 13:44:37
T01741,U02198,C038,2023-07-07 14:11:56
T01742,U00062,C002,2023-07-07 14:46:01
T01743,U00917,C012,2023-07-07 15:30:02
T01744,U00890,C025,2023-07-07 16:41:39
T01745,U00515,C040,2023-07-07 16:44:39
T01746,U02423,C003,2023-07-07 17:49:20
T01747,U00850,C028,2023-07-07 18:36:40
T01748,U02469,C044,2023-07-07 18:53:43
T01749,U01156,C014,2023-07-07 19:11:15
T01750,U00498,C033,2023-07-07 19:18:13
T01751,U00020,C019,2023-07-07 23:02:11
T01752,U02439,C043,2023-07-07 23:43:39
T01753,U02724,C040,2023-07-08 08:28:54
T01754,U00156,C030,2023-07-08 08:52:37
T01755,U00314,C047,2023-07-08 09:20:34
T01756,U00834,C025,2023-07-08 10:22:57
T01757,U02958,C047,2023-07-08 10:36:07
T01758,U00675,C035,2023-07-08 12:43:57
T01759,U00463,C049,2023-07-08 13:57:07
T01760,U02270,C019,2023-07-08 14:19:40
T01761,U02153,C037,2023-07-08 17:49:16
T01762,U01977,C044,2023-07-08 18:12:19
T01763,U02185,C048,2023-07-08 18:47:13
T01764,U02561,C041,2023-07-08 19:33:11
T01765,U02386,C004,2023-07-08 20:05:48
T01766,U01966,C045,2023-07-08 20:48:16
T01767,U02924,C020,2023-07-09 09:02:12
T01768,U02573,C003,2023-07-09 09:42:06
T01769,U02544,C012,2023-07-09 10:02:03
T01770,U00340,C026,2023-07-09 12:05:46
T01771,U01448,C003,2023-07-09 16:13:29
T01772,U01529,C025,2023-07-09 16:40:14
T01773,U00002,C020,2023-07-09 18:16:06
T01774,U00367,C002,2023-07-09 22:05:38
T01775,U02719,C010,2023-07-10 10:41:42
T01776,U02367,C029,2023-07-10 10:52:45
T01777,U01501,C002,2023-07-10 18:06:14
T01778,U00593,C046,2023-07-10 20:31:32
T01779,U02696,C003,2023-07-10 20:36:59
T01780,U01152,C001,2023-07-10 20:53:03
T01781,U00658,C032,2023-07-10 22:27:07
T01782,U02172,C045,2023-07-11 08:37:08
T01783,U00369,C002,2023-07-11 09:05:49
T01784,U01236,C025,2023-07-11 09:13:18
T01785,U01554,C041,2023-07-11 13:12:49
T01786,U02327,C041,2023-07-11 13:49:59
T01787,U01252,C004,2023-07-11 14:07:04
T01788,U02810,C004,2023-07-11 15:39:38
T01789,U01073,C031,2023-07-11 16:40:34
T01790,U02527,C012,2023-07-11 18:06:02
T01791,U02951,C044,2023-07-11 19:07:24
T01792,U01468,C040,2023-07-11 21:05:21
T01793,U01144,C021,2023-07-11 21:23:11
T01794,U02837,C046,2023-07-12 09:33:54
T01795,U00180,C001,2023-07-12 09:56:50
T01796,U02153,C048,2023-07-12 10:29:55
T01797,U00753,C034,2023-07-12 10:54:40
T01798,U01609,C046,2023-07-12 12:58:26
T01799,U01753,C028,2023-07-12 13:57:56
T01800,U00495,C045,2023-07-12 14:17:03
T01801,U00152,C009,2023-07-12 14:20:31
T01802,U01865,C028,2023-07-12 16:17:01
T01803,U02074,C006,2023-07-12 16:41:38
T01804,U01114,C018,2023-07-12 16:48:56
T01805,U00318,C030,2023-07-12 17:50:25
T01806,U01095,C022,2023-07-12 21:59:10
T01807,U00257,C025,2023-07-12 23:12:20
T01808,U00707,C031,2023-07-13 10:05:21
T01809,U00788,C045,2023-07-13 10:50:08
T01810,U02336,C002,2023-07-13 10:51:47
T01811,U01882,C032,2023-07-13 11:52:12
T01812,U01237,C037,2023-07-13 12:05:45
T01813,U00176,C048,2023-07-13 16:59:11
T01814,U02484,C013,2023-07-13 22:23:21
T01815,U02400,C035,2023-07-14 10:13:53
T01816,U00955,C006,2023-07-14 11:42:08
T01817,U02202,C039,2023-07-14 12:42:57
T01818,U00251,C018,2023-07-14 13:45:47
T01819,U02442,C038,2023-07-14 15:20:46
T01820,U01314,C025,2023-07-14 17:52:05
T01821,U02752,C004,2023-07-14 18:26:14
T01822,U02813,C014,2023-07-14 20:06:37
T01823,U02511,C001,2023-07-14 21:22:08
T01824,U01905,C011,2023-07-15 08:07:33
T01825,U02344,C040,2023-07-15 08:26:14
T01826,U00771,C022,2023-07-15 10:08:16
T01827,U01473,C032,2023-07-15 12:36:32
T01828,U00797,C027,2023-07-15 14:57:36
T01829,U01678,C041,2023-07-15 16:57:46
T01830,U00240,C041,2023-07-15 20:17:56
T01831,U02847,C026,2023-07-15 21:11:20
T01832,U01913,C025,2023-07-15 22:41:51
T01833,U00027,C019,2023-07-15 22:49:52
T01834,U02933,C009,2023-07-16 10:06:13
T01835,U00396,C003,2023-07-16 10:21:29
T01836,U01339,C009,2023-07-16 10:58:23
T01837,U00195,C028,2023-07-16 11:47:14
T01838,U01048,C026,2023-07-16 14:12:45
T01839,U01025,C003,2023-07-16 16:06:28
T01840,U00421,C020,2023-07-16 19:05:37
T01841,U01450,C011,2023-07-16 22:51:39
T01842,U00990,C013,2023-07-17 09:33:57
T01843,U02784,C010,2023-07-17 10:32:21
T01844,U00917,C002,2023-07-17 19:40:45
T01845,U02011,C019,2023-07-17 22:22:32
T01846,U00763,C004,2023-07-17 22:43:07
T01847,U02565,C038,2023-07-17 23:46:00
T01848,U00259,C041,2023-07-18 12:03:17
T01849,U00594,C002,2023-07-18 13:24:38
T01850,U02198,C022,2023-07-18 14:06:11
T01851,U02658,C044,2023-07-18 16:04:04
T01852,U00121,C038,2023-07-18 18:35:03
T01853,U01268,C046,2023-07-18 23:24:30
T01854,U00502,C019,2023-07-19 11:20:14
T01855,U01680,C028,2023-07-19 11:49:04
T01856,U00676,C002,2023-07-19 16:22:16
T01857,U00865,C044,2023-07-19 17:37:12
T01858,U02639,C014,2023-07-19 19:22:45
T01859,U02121,C009,2023-07-20 09:14:47
T01860,U01907,C003,2023-07-20 10:09:42
T01861,U00490,C014,2023-07-20 10:45:41
T01862,U00365,C024,2023-07-20 11:57:08
T01863,U02069,C004,2023-07-20 12:10:47
T01864,U00420,C002,2023-07-20 12:28:34
T01865,U00041,C019,2023-07-20 13:38:51
